customer_tweet_id,created_at,customer_text,brand_reply_id,brand_reply
2001903,Fri Nov 03 17:15:13 +0000 2017,@AppleSupport oh there it is again,2001902,@276652 We want to help! DM us and let us know which device you are using and the iOS version it has installed. https://t.co/GDrqU22YpT
498580,Fri Dec 01 18:28:04 +0000 2017,Anyone know why this has happened to my MacBook Retina screen? It’s been slowly getting worse over last two years. 2012 Pro. Any ideas how to fix it? @176071 @AppleSupport @115858 https://t.co/DCD8yEcwYl,498579,"@234021 We want to help make sure your Mac is in the condition you expect. Send us a DM and tell us which country you're in, and we'll help."
119490,Thu Nov 23 22:39:04 +0000 2017,"@AppleSupport Thank you, @AppleSupport I’m occupied for the holiday, but will try ASAP. #HappyThanksgiving",119489,@142510 You are very welcome. Happy Holidays!
1698495,Mon Nov 06 23:02:29 +0000 2017,@AppleSupport Thanks,1698494,@515153 You're welcome. https://t.co/GDrqU22YpT
1837312,Wed Oct 18 16:47:40 +0000 2017,"@AppleSupport It basically was working, then it froze, then it went to a black screen with that small circular spiral just spiraling for about an hour +",1837311,"@167841 Alright, let's take a closer look into what is going on in DM. Send us a message, and we will continue there. https://t.co/GDrqU22YpT"
1004998,Sat Nov 25 17:11:50 +0000 2017,Apple sucks... brand new iPhone crashes every fucking day @115858,1004996,@357858 That's not the experience we want you to have with a new iPhone. What kind of iPhone do you have &amp; what is the exact iOS version it's running? You can find out by going to Settings &gt; General &gt; About.
2229310,Fri Nov 10 10:25:35 +0000 2017,"Hi @AppleSupport please resolve the bug facing in iOS 11.1. After switching airplane mode, it’s automatically on Bluetooth and wifi together.",2229309,"@650570 Thanks for reaching out. Please send us a Direct Message, we'll be able to communicate there and gather some details from you. https://t.co/GDrqU22YpT"
629688,Wed Nov 22 17:34:48 +0000 2017,@applesupport Yup. Everything else is correct.,629689,"@268041 That's good. Since the issue seems to be only with the NikeRunning app, and you've already reinstalled it, we recommend checking with the app developer to see if they have other steps to try, or are aware of this issue."
1557128,Sat Nov 11 13:42:32 +0000 2017,@481355 This is some shit @115858 needs to get I️t together 😂😂,1557127,"@481354 iOS 11.1.1 was recently released and it includes a fix for autocorrect issues. Be sure to back up your device prior to updating, and let us know if the issue persists afterwards. How to back up: https://t.co/4f8hwT5to6"
1766744,Tue Nov 07 21:08:15 +0000 2017,@AppleSupport why is the I️ fucking up when I️ type,1766743,@531288 Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/xXaXeeSRt9
1912501,Thu Oct 26 19:03:58 +0000 2017,@115858 what’s going on with IOS 11. It’s a disaster. Phone seizing. Battery issues. New podcast tab is terrible.,1912500,@569677 We're here to help. Tell us which version of iOS you're running in DM. Find that under Settings &gt; General &gt; About. https://t.co/GDrqU22YpT
518322,Mon Nov 27 13:45:15 +0000 2017,@AppleSupport my phone is getting switched on and off on its own since last few hours. I'd be happy if you could help me with this.,518320,"@239544 We're glad to help. When it quits unexpectedly, do you see the Apple logo or a grey spinning wheel? Could you also let us know which iPhone model and  iOS is installed?"
2110922,Fri Nov 17 16:47:19 +0000 2017,@AppleSupport No alerts. It shits down when I have more then 3 software running. And it’s extremely slow.,2622703,@622686 We'd like to take a further look at this with you. Please meet us in DM to proceed. https://t.co/GDrqU22YpT
1510880,Fri Nov 03 17:36:15 +0000 2017,@AppleSupport This happen with me twice after upgrading to 11.1,1510882,@470694 Got it. Do you know approximately how long ago you updated? Did this started immediately afterwards? Let us know via a DM. https://t.co/GDrqU22YpT
652789,Sun Oct 15 20:21:15 +0000 2017,@AppleSupport I already did that. I also did the force restart and the same thing happened,652788,"@275211 Next, remove the iPad from the case to see if the display responds to taps. Meet us in DM with the results. https://t.co/GDrqU22YpT"
1336269,Fri Oct 27 07:44:35 +0000 2017,"bravo @115858 - after completing my order with store pickup, tells me no stores available but won't let me ship it. Try again, get this: https://t.co/YglVYhTkxP",1336267,"@431719 Thank you for reaching out to us. We'd like to get you in touch with our Sales Support, see this link:  https://t.co/8yjRd1Xo0i"
2403671,Tue Nov 14 08:46:01 +0000 2017,@AppleSupport my i tunes account has been closed so why am i still being charged for extra i cloud storage,2403669,"@483667 iTunes and iCloud are different services, but we can definitely help!  Please see this article for help with downgrading your iCloud Storage account: https://t.co/lOfKGWRryo"
1462598,Thu Nov 02 16:38:31 +0000 2017,Hey @115858 im experiencing a bug with your update lol,1462597,@459474 Thanks for reaching out. We'd like to help. Please DM us the details of any issue you are experiencing: https://t.co/GDrqU22YpT
2516064,Wed Nov 15 23:23:35 +0000 2017,@AppleSupport I have the same issue! It’s your update! This is sooooooo inconvenient! #notahappycustomer !!,2516066,"@716749 Hi there, we've received your DM and we'll continue to assist you from there."
521300,Sat Dec 02 02:21:08 +0000 2017,"@AppleSupport -...and with iOS 11, it's still ignoring the email fetch not push setting",521298,@240341 We'd like to help. Have you backed up and checked for updates? This article will guide you through the process of backing up to either iCloud or iTunes: https://t.co/4f8hwTn4fE. How many email accounts do you have set up in Mail?
225106,Sat Nov 25 01:54:10 +0000 2017,"@AppleSupport Hi guys. This is probably the 7th time this has happened. Apple Music crashes, deletes all music and then fails to open until you reset your phone entirely. Why might this be? https://t.co/1ELQ1jcCfZ",225104,"@169775 We definitely want to look into this with you. To start, can you tell us if you notice that this happens after playing a specific album/artist/song? How was the reset performed? Also, which iOS device and software version are you using?"
2150251,Thu Nov 09 00:57:33 +0000 2017,@115858 FIX THIS GLITCH!!,2150250,@631953 We'll be happy to help. DM us and we'll go from there. https://t.co/GDrqU22YpT
769636,Wed Oct 11 22:58:25 +0000 2017,"@AppleSupport I’ve having problems with my iPhone 6, since updating software it’s been haorrible using the phone",769634,@303765 Let's look into this together!  Can you tell us more about the behavior you're experiencing?
2734432,Mon Nov 20 19:24:13 +0000 2017,"Dear @115858, I really need you to fix the battery issue on my iPhone 7 Plus. Already charged my phone one time today and currently at 53%.",2734431,"@766386 We're happy to help. To start, what version of iOS are you running? Also, have you had a chance to follow this article step by step: https://t.co/TpjqFp3jxD

Let us know and we'll continue from there."
2440867,Tue Nov 14 22:59:32 +0000 2017,"@AppleSupport Yes, my screen will turn off but the device itself is still powered on.",2440869,@700029 Which type of iPhone is it and which version of the iOS is currently installed? Have you had a chance as of yet to fully power the device off and then back on?
1020961,Sun Oct 22 22:15:37 +0000 2017,@116333 @123857 Please #MakeSiriBetter. https://t.co/e2lhzJoOO0,1020960,@241115 Let's look into this with you. Which device and iOS version is this occurring on? DM us here: https://t.co/GDrqU22YpT
1700961,Mon Nov 06 19:21:44 +0000 2017,@AppleSupport Quite surprised that despite being a walk-in at 2pm was not able to get help. I begged due to being disabled and 45 min away.,1700958,@515774 Maybe we can help and save you a trip. DM us and tell us what's going on. https://t.co/GDrqU22YpT
2283111,Sat Nov 11 19:26:57 +0000 2017,Oh so my i still broke. Ok @115858,2283110,"@663543 Thanks for reaching out. Are you currently updated to iOS 11.1.1? If so, let us know where you're still seeing the issue and we'll take it from there, in DM https://t.co/GDrqU22YpT"
491463,Fri Dec 01 17:14:15 +0000 2017,@AppleSupport my device is ipad 4 and ios 8,491465,@232098 Thanks for confirming. What we'd recommend is to back-up and then update your iPad to the latest version. The iPad 4 would be able to run iOS 10.3.3. You can check for updates under Settings &gt; General &gt; Software Update.
518333,Sat Dec 02 01:17:58 +0000 2017,. @AppleSupport hey guys. I know this isn’t you guys. Just wanted to let you know about it. https://t.co/rNadd2rSzY,518332,"@239547 Thank you! You can learn more about how to identify, and report these phishing emails here: https://t.co/LNMCdqbuR3"
2617034,Sun Nov 26 21:20:30 +0000 2017,So my friend lost all their contacts and pictures and everything on #iphone cos password forgotten and it's encrypted. What should they do? @AppleSupport.,2617032,@739667 We’d be glad to help. Do you know if the contacts appear at https://t.co/coj9FJKJWV on a computer? They may be saved with another email account on their device.
341034,Sat Oct 07 23:04:12 +0000 2017,@AppleSupport needing my bank card details to download free apps and update apps... why?!,341033,@197476 Thanks for reaching out. Your question will be best answered by our iTunes team. You can reach them here: https://t.co/SDIe7UiyJN
112834,Thu Nov 23 20:36:26 +0000 2017,"@115858 PLEASE fix the symbols that replace actual letters. What is with you people? All that money and you can’t type a letter eye. &lt;—You see what was done there....
All that money, all that payroll, for inept people who don’t deserve it. Great job you’re doing there Timmy boy. https://t.co/T5sXPL1HZm",112833,@141081 There's an update out now that fixes this issue. Make sure you have a recent backup and update to 11.1.2
1178093,Tue Oct 24 21:16:59 +0000 2017,there was a problem connecting to the server. Devices not shared #applehisierraerror #crappyappleupdates @AppleSupport,1178091,@397071 Let's get you back on the right path. What app are you using that gives you this error?
2975719,Thu Nov 30 02:22:55 +0000 2017,@115858 wtf is going on with my phone!!,2975718,@820680 Let's look into that together. Can you tell us what behavior you're experiencing? Which iOS version is your iPhone running? Send us a DM with that info to help us get started. https://t.co/GDrqU22YpT
1697372,Mon Nov 06 21:02:43 +0000 2017,My iPhone 7 has been trash all weekend. And Still today ... wtf @115858 https://t.co/AkcI0KFupb,1697371,@395006 We'll be happy to provide you with our recommendations on how to proceed. What’s going on with your iPhone 7?
2422481,Tue Nov 14 17:59:23 +0000 2017,@AppleSupport Hi - we screen recording why when I press an app it doesn’t let me move it? iPhone 8 with iOS 11.1 no restrictions enabled https://t.co/2qHgZZg7b1,2422479,@332885 It looks like you might be pressing a little too firmly. Try to just rest your finger on the app till it starts jiggling. Learn more here: https://t.co/rulSouWsdQ
2343659,Mon Nov 13 13:50:41 +0000 2017,so is @115858 just not about to fix this i️ problem,2343658,"@677815 Hi there. We recently released iOS 11.1.1 to address this issue. If you haven't updated yet, you can learn how here: https://t.co/80YRnjDFDk

If the issue persists, send us a DM so we can help there. https://t.co/GDrqU22YpT"
430719,Wed Oct 11 20:21:24 +0000 2017,"@AppleSupport Im using iTunes 12.7 on Windows,,",430720,@217422 Thank you. Do you currently have a SIM card in your iPhone?
2433673,Sun Oct 29 08:58:26 +0000 2017,"@115858 Hi, I have a problem with my iphone 6plus. With the latest software upgrade, the phone is always freezing.",2433671,"@698380 We're here for you. Send us a DM, and we'll take a closer look at the issue together. https://t.co/GDrqU22YpT"
1163279,Sun Oct 08 01:20:15 +0000 2017,"@115858 @AppleSupport how many contacts will the #Iphone7 hold before #Siri doesn't work? I'm over 19,000 and it doesn't work with my phone",1163278,@393643 Thank you for reaching out about your Siri. Please DM your iOS version and country so we may evaluate your support options. https://t.co/GDrqU22YpT
1999709,Thu Nov 02 19:28:05 +0000 2017,See @115858 fix it I️ don’t like it dammit https://t.co/sWRkjv0Ft8,1999708,@591276 We know how important having your keyboard perform its best is. Send us a DM telling us the iPhone you have and the iOS version. https://t.co/GDrqU22YpT
1013816,Sun Oct 22 17:44:21 +0000 2017,"@AppleSupport It’s Iphone6s Pluse, bought 3-4 months back. Software is upto date i.e IOS 11.0.3",1013814,"@359889 Thank you for that information. Please send us a DM, and we'll investigate this with you further. https://t.co/GDrqU22YpT"
752417,Wed Oct 11 14:28:48 +0000 2017,@AppleSupport iPhone 7 and iOS 11.0.2. I also had the problem with iOS 11.0.1,752419,"@299832 Thanks for that info. Send us a DM with any troubleshooting steps you've tried, and we'll continue from there. https://t.co/GDrqU22YpT"
2073071,Tue Oct 10 01:31:10 +0000 2017,What’s going on with #IOS11 ? Keeps restarting the phone. On one week experienced more restarts than in the previous 8 years @115858 fix it!,2073069,@441557 We want to help you get things working smoothly. DM us what iPhone and version of iOS you are running and we'll help you out. https://t.co/GDrqU22YpT
1735984,Tue Nov 07 05:26:58 +0000 2017,@524128 @AppleSupport I️ wanna know the same thing😭,1742513,@525629 Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/xXaXeeSRt9
1766695,Tue Nov 07 21:17:43 +0000 2017,"@115858 CAN YOU GUYS CUT THIS SHIT OUT 👉🏼👉🏼👉🏼 I️ it’s annoying AF. 

Sincerely 
        Everyone",1766694,@531273 Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/xXaXeeSRt9
898657,Tue Nov 07 22:30:47 +0000 2017,@AppleSupport downloaded IOS 11.1 update.. no problem ..then get this error message but mini-iPad is connected to Internet ..to finish? 😳 https://t.co/EzJgKkZxee,898655,"@333388 We can help. Let’s restart your iPad, and give it another try. Sometimes a fresh start can help with minor issues."
2256247,Fri Nov 10 14:04:48 +0000 2017,@AppleSupport I have an iPhone X running 11.1,2256246,"@657136 When you set up the iPhone X, did you restore from a previous backup? If so, have you been connected to a known good Wi-Fi connection since restoring?

Where are you seeing the restoring media message?"
234400,Thu Oct 05 04:18:20 +0000 2017,Is this real? @115858 @AppleSupport https://t.co/s2XBGRb8BP,234399,"@171804 We're here to help! Please check out https://t.co/LNMCdqt6fD for tips. If you still have questions, let us know."
1779187,Wed Oct 11 18:20:37 +0000 2017,"@AppleSupport is there any option to go back to iOS 10 , using iPhone 6",1779186,@534557 Let's discuss what options we do have available. DM us with the country where you're located to get started. https://t.co/GDrqU22YpT
1659085,Mon Nov 06 03:13:33 +0000 2017,@115858 it’d be great if EYE could type the letter EYE without jibberish replacing it. K thanks. #youcanhaveyour70emojisback #fixmyphone,1659084,@506178 Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/qODbOsp4wz
2449720,Sun Oct 29 16:18:20 +0000 2017,@AppleSupport @AppleSupport it’s less that a year old and it still isn’t sorted!!,2449719,@702101 Let’s look into this together. Send us a DM and we'll take a closer look into this with you. https://t.co/GDrqU22YpT
2295881,Mon Nov 13 00:28:26 +0000 2017,@AppleSupport So they’re lost forever? Why are my contacts and emails saved but not my activity awards?,2295882,"@227356 Becuase health data is only saved in encrypted backup, you wouldn't be able to transfer that data without restoring from a backup. Without the previous phone, you wouldn't be able to recover that data."
2363183,Mon Nov 13 20:57:44 +0000 2017,@AppleSupport Being declined when I’m not making a purchase ?,2363182,@391470 Thanks for reaching out about this situation. Let’s work together to get this addressed so you can update your apps. Are you able to remove your payment method using the steps from this article? https://t.co/Y0YoIRcZa7 Let us know via DM. We’ll go from there. https://t.co/GDrqU22YpT
1359174,Fri Oct 27 17:58:49 +0000 2017,@AppleSupport hey i have to worst battery on ios 11 whats going on i want to go back to ios 10 as soon as possible https://t.co/aHoE44jCEI,1359172,@436880 We have received your DM and we will be responding shortly.
2149129,Thu Nov 09 00:25:39 +0000 2017,WHERE IS THE DAMN UPDATE THIS I️ SHIT IS ANNOYING @115858,2149128,@631631 Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/xXaXeeSRt9
1436718,Thu Nov 02 08:53:03 +0000 2017,Io non li vedo @115858 @115817 #wtf #pissed https://t.co/g98hHbyyAF,1436717,@453531 We offer support via Twitter in English. Contact us for help in your preferred language here: https://t.co/IBIY3vMgPj
1849955,Wed Oct 18 21:25:51 +0000 2017,@553854 @AppleSupport Mine can die at 30% and come back on at 20%. Other times it can die at 1% and come back on at 2%. It’s crazy.,1849954,"@553853 Battery life is important, so we'd like to look into this. DM us how long it's been since the last update was installed. https://t.co/GDrqU22YpT"
1760254,Tue Nov 07 22:47:20 +0000 2017,"Dear @115858- 

Fix the iOS11 glitch with the i changing to whatever it is doing. 

Also, no one ever types “ducking” so quit auto correcting",1760252,@529795 Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/xXaXeeSRt9
300088,Fri Oct 06 17:23:09 +0000 2017,@AppleSupport since updating to the newest update my WiFi turns its self off WHY?? Every time I update there is a problem 😡😡😡,300087,@187559 Let's look into that. Send us a DM and we'll go from there. https://t.co/GDrqU2kzhr
2065889,Thu Oct 19 01:17:31 +0000 2017,@AppleSupport  https://t.co/PrVSI6LN09,2065888,@447268 Let's take a look at this for you. Reach out to us in DM. https://t.co/GDrqU22YpT
1194008,Wed Oct 25 01:30:46 +0000 2017,"@AppleSupport iOS update 11.0.3 made my phone so slow, is this a known issue? It’s lagging behind in everything I do.",1194006,@400556 We're happy to help. Let's take a look at this further for you. Reach out to us in DM. https://t.co/GDrqU2kzhr
1588872,Sat Nov 04 19:35:04 +0000 2017,Hey @115858 why is it that every time I️ type the letter I️ it shows up all jank? FIX THIS.,1588871,@488604 Hey there! Give these steps a try: https://t.co/gKAEL4wRnw
1784582,Tue Oct 17 23:17:56 +0000 2017,Anyone else’s iPhone playing up since this new update? Not happy 🙄😔@AppleSupport @115858,1784580,"@536190 We'd like to help, but we'll need more details. What exactly is happening? Which model do you have, and which iOS version?"
2755745,Mon Nov 20 21:42:05 +0000 2017,@AppleSupport I want to cancel an order for iPhone x that I placed on the Apple Store website in UAE. Can you please help?,2755744,@284591 We understand the desire to edit or cancel your order. Reach out to our online Sales team here for further assistance: https://t.co/8yjRd1Xo0i
1744796,Tue Nov 07 06:54:46 +0000 2017,@526142 @115858 do you know how to temporarily fix it??,1744795,@526141 Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/xXaXeeSRt9
1760164,Tue Nov 07 23:04:24 +0000 2017,I️ am sooo annoyed w this @115858 iPhone glitch 🙄,1760163,@529768 Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/uQeXsrrlXJ
2676870,Tue Oct 31 13:19:47 +0000 2017,"@AppleSupport  My iPhone 5se was nearly full, I'm down to over 10Gigs free now but,theREDWarning(1)on my settings app wont go away!OS11.0.3😩",2676869,@141212 We'd be happy to look into this with you.  Please reach out to us via DM and we'll get started. https://t.co/GDrqU22YpT
1701970,Mon Nov 06 20:11:48 +0000 2017,.@AppleSupport make it stoppppp https://t.co/svAWdSZ6PD,1701969,@516026 Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/xXaXeeSRt9
1650123,Sun Nov 05 20:32:32 +0000 2017,"I️ I️ I️ I️ I️ I️ 

Tired of this bs bro @AppleSupport",1650122,@504023 Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/xXaXeeSRt9
2367773,Mon Nov 13 23:07:07 +0000 2017,@AppleSupport My iPhone 7 sometimes freezes when a notification pops up at top of screen. Can’t do anything. Try to power off but screen doesn’t accept input. Happened twice now. Had to do the volume down button + power button to reset.,2367772,"@448669 How often does this seem to be happening? Also, which iOS version are you running? Let us know in a DM. https://t.co/GDrqU22YpT"
1335182,Fri Oct 27 14:14:56 +0000 2017,@AppleSupport thank you! I was able to login and update it. But is there a way to resend the confirmation email?,1335184,"@431460 The email won't be resent, but updates will go to the updated address. The previous link will let you check the status."
1474733,Thu Nov 02 19:15:09 +0000 2017,"I can't hear any sound on my phone with earbuds, I think the jack is broken. What should I do? @115858",1474732,@462354 Let's see if we can get your sound back. Do you see physical damage on the jack? Do other headphones work?
2077684,Mon Oct 09 07:35:43 +0000 2017,"iOS 11 has been one of the worst updates, hate to see small glitches like this. WhatsApp screen gets stuck at the search@Apple @AppleSupport https://t.co/aCfekH5bZb",2077683,"@614475 We'd like to see how we can help. Send us a DM with the iOS version your iPhone is running, and we'll meet you there. https://t.co/GDrqU2kzhr"
1531063,Tue Oct 17 05:07:51 +0000 2017,@AppleSupport iOS-11.0.3,1531065,@474980 Do you notice if it gets stuck in landscape within a particular app or does it just randomly happen. Let us know via DM. https://t.co/GDrqU22YpT
631824,Wed Nov 22 15:42:32 +0000 2017,"@AppleSupport why is the Genius Bar always fucking full, my shits broken, HELP ME!!!!!!!",631823,@269737 We're happy to look into some options for you. DM us and tell us more about what's happening with your device. https://t.co/GDrqU22YpT
2169739,Thu Nov 09 04:00:44 +0000 2017,"Seriously, @115858 needs to fix the “I” bug ASAP.",2169738,@636486 That's not the experience we want you have with iOS 11. Follow us to DM and we'll get started. https://t.co/GDrqU22YpT
1798613,Sat Oct 14 01:25:56 +0000 2017,@applesupport iOS 11 is slowly bricking my phone. I’ve had iPhones since the 3. Never had such a buggy OS release.,1798612,@230991 Let us help fix these CarPlay issues. DM us which iPhone and iOS version you’re using along with your car make &amp; model. https://t.co/GDrqU22YpT
92547,Thu Nov 30 14:11:49 +0000 2017,"Is it just me or do others experience problems with people hearing you when calling on your iPhone?! Or maybe we’re not supposed to speak on phones anymore!! Mine’s a new 7, so not impressed @115858 @AppleSupport 😡",92546,@136043 We know how important it is for you to be heard when you’re making calls. Let’s look into what’s happening on your new iPhone 7 together. Send us a DM with the results after following these steps: https://t.co/uQ2iN69dmS https://t.co/GDrqU22YpT
2736383,Mon Nov 20 20:28:30 +0000 2017,@AppleSupport I ordered it from the Apple Online Store. I’ve been diligently tracking it for days and now the UPS site says it was deceived but it wasn’t!,2736385,"@766812 Thanks for clarifying. We certainly understand the importance of knowing the whereabouts of your new iPhone. No worries, we have a dedicated team who can investigate and assist further. Reach our Sales Support team at the 800 number found here: https://t.co/8yjRd1Xo0i"
2112828,Wed Nov 08 14:15:59 +0000 2017,@AppleSupport my battery has been draining really fast and my@phone takes really long to charge,2112826,"@623042 Can you tell us which iPhone and version of software you're using? Also, when did this issue begin for you?"
1588797,Sat Nov 04 19:40:39 +0000 2017,@AppleSupport @115858  hey I️ don’t know if you all knew ..but the I’s keep turning into boxes I️ just need y’all to fix the problem,1588796,@488579 We're happy to assist you. The steps here may help: https://t.co/gKAEL4wRnw
1521240,Fri Nov 03 17:20:52 +0000 2017,"@AppleSupport No all disconnected. 

Machine powers up ok again if I connect power.",1521242,@418182 Option-click the battery icon in the menu bar. What do you see? Let us know in DM. https://t.co/GDrqU22YpT
1875212,Sat Oct 21 23:16:06 +0000 2017,"تحديثكم مخنز جوالي صار بطيء |
My phone has become slow after the new update
@115858",1875211,@559805 We'd like to know more to help. Which iPhone model does this occur on? Let us know in a DM and we'll continue. https://t.co/GDrqU22YpT
594644,Sun Dec 03 17:43:22 +0000 2017,"@AppleSupport I can not record the screen with the audio system, and the microphone is active, my voice records are fine. I use Ios 11.1.2, Installation 11.2 could solve?",594643,"@260882 Thank you for reaching out, we can look into this issue with you. Which iPhone are you using? What happens when you try to record your screen? Please feel free to reach back out in DM. https://t.co/GDrqU22YpT"
2119469,Wed Nov 08 06:00:44 +0000 2017,Soooo my phone just forcing apps to close now like an android??? What's really up @AppleSupport,2119468,@624599 Let's see what we can find out! Check out this article for troubleshooting: https://t.co/3WF5Z1DBGa DM us if the issue persists. https://t.co/GDrqU22YpT
705437,Fri Oct 06 02:11:58 +0000 2017,@AppleSupport 11.1. I’ve just updated to .2 and it’s still the same: battery about to die at 5pm. :(,705436,@288634 We want to help. Please meet us in DM. https://t.co/GDrqU22YpT
2923654,Wed Nov 29 04:05:05 +0000 2017,"@AppleSupport It’s not on, it’s not giving me notifications for any app except from text messages and the calendar",2923656,@671036 Got it. Go ahead and send us a DM and we'll continue with this there. https://t.co/GDrqU22YpT
1886836,Mon Oct 23 09:05:03 +0000 2017,Ever since IOS11 been on my phone ...it’s been acting up and having WiFi issues I keep rebooting it and connecting to WiFi @AppleSupport FIX,1886835,@562763 Thanks for reaching out to us for support. We would love to help you. Please DM us so that we can troubleshoot together. https://t.co/GDrqU22YpT
1618319,Sun Nov 05 03:26:07 +0000 2017,.@115858 please figure out how to fix why “I” does not show properly. It’s irriatating. Thanks.,1618318,"@496184 Thanks for reaching out. This article has more details on that behavior, including how to address it: https://t.co/xXaXeeSRt9"
2455373,Wed Nov 15 03:24:35 +0000 2017,@AppleSupport @115858 You are terrible. Been trying to recover my Apple ID for a week and you won't help. Going to switch phones #BadApple,2455372,@703379 Thanks for reaching out. We're here to help. DM us so we can look into this further with you. https://t.co/GDrqU22YpT
15721,Wed Nov 01 03:30:28 +0000 2017,@AppleSupport Okay.,15723,@119461 We've received your DM and will continue there.
1236301,Wed Oct 25 18:51:04 +0000 2017,@AppleSupport iPhone 7plus and 11.0.2 and I tried restoring it from a backup and they still aren’t there.,1236303,@409965 Can you check our iCloud website from a computer to see if your photos appear in iCloud? https://t.co/RwqlgUBePA
928053,Fri Oct 13 21:55:23 +0000 2017,@AppleSupport so my track list from the albums have done this when I purchased these today on my phone?!?! https://t.co/CSJRJtqF53,928051,@340199 Happy to look into this with you. Do you have the Shuffle button on in the music app?
1332252,Mon Oct 16 06:43:51 +0000 2017,Updated to ios11 now my phone wont turn on great @AppleSupport,1332251,@430798 Hey there. We'd happy to assist. Do the steps in this article help?: https://t.co/8MvHMFZ83h
1492621,Sun Nov 12 07:17:22 +0000 2017,"@AppleSupport I hv iPhone6. since i updated it with ios 11, it gets unresponsive, i hv done all the update which came after ios 11, took support centre total 4 times, problem is still there, extremely frustrated now, what should i do next?",1492620,@466620 We want to help.  Send us a DM and let us know which country you are located in to get started. https://t.co/GDrqU22YpT
1644560,Sun Nov 05 23:36:30 +0000 2017,@AppleSupport I know. But that doesn't answer my specific question. Those specs don't say what lens the camera is. I just want to know the focal length.,1644558,@271816 If the technical specification isn't outlined in the article provided then that information won't be available.
1076418,Mon Oct 23 16:26:01 +0000 2017,@AppleSupport does this look like a genuine email? Pretty sure it’s fake. Thanks https://t.co/8GfOUrlKkg,1076417,@373992 We're happy to clarify. This would be a phishing message. Take a look here for more info: https://t.co/LNMCdqt6fD
1298513,Thu Oct 26 22:07:19 +0000 2017,@115858 the new update super sucks!! My phone is acting like something I would normally throw away!! Please can you give us a better update??,1298512,"@423470 We'd like to help with your iPhone. To start, DM us with details about what it is or isn't doing. https://t.co/GDrqU22YpT"
772784,Thu Oct 12 00:45:49 +0000 2017,My iphone 7 plus won't charge over 55% well played @115858,772783,@248495 We're here to help. Are you using the Apple branded charging cord and adapter that came with your iPhone?
2031875,Tue Nov 07 06:02:28 +0000 2017,Ugh @AppleSupport whats going on w/you? 4yrs never an issue w/iOS. I update iOS11.1 &amp; my phone keeps rebooting. Black screen w/spinning :/,2031874,"@525876 Let's get this sorted out. Which iPhone are you experiencing this with? Does it ever boot to the Home screen? DM us, please. https://t.co/GDrqU22YpT"
734913,Fri Oct 06 16:56:17 +0000 2017,"I only subscribe to Apple Music for the new music mix, where did it go cause..? @AppleSupport https://t.co/gM6cYOVR5S",734912,"@116338 Let's look into this further to see where the New Music Mix has gone. First, tell us which iOS version number your're running."
2042445,Wed Oct 04 09:47:49 +0000 2017,@AppleSupport ios11 bug. iPhone 7 isn’t counting my steps anymore. I’ve tried a reboot,2042444,@603961 We'd be happy to look into this with you today. Send us a DM using the following link and we'll get started: https://t.co/GDrqU22YpT
2269887,Sat Nov 11 10:38:52 +0000 2017,@AppleSupport 11.1.1,2269889,"@660500 Okay, understood. Have you tried to restart your iPhone to see if the issue remains?"
2333335,Fri Oct 20 01:58:11 +0000 2017,@AppleSupport .... there’s no pattern to which apps I use. Often open apps to a blank screen where they’re not loading which leads to freezing after.,2333336,@617679 Thanks for reaching out. We're here to help. DM us so we can look into this further with you. https://t.co/GDrqU22YpT
1282431,Thu Oct 26 16:23:58 +0000 2017,"@AppleSupport,  my iPhone 8 doesn’t always turn the screen off or lock. Is this a known problem? How can I fix it?",1282429,@420019 We'll help! Are you on the home screen when this occurs? Tap Settings &gt; Display &amp; Brightness &gt; Auto-Lock. Which is selected?
1482396,Sun Nov 12 01:56:08 +0000 2017,@464205 @AppleSupport Did you get it solved? Hasn’t worked for me for two months!,1482397,"@464206 We can help. We've got a team here that Apple that can assist with your Apple TV. Click here to reach us, and we'll look into this. https://t.co/GDrqU22YpT"
1296776,Thu Oct 26 23:00:41 +0000 2017,"@115858 can y’all give me a phone that ain’t freezing up every 10 min, I ain’t pay $800 for this shit not to work",1296774,@423092 We'd like to work with you on this. May we ask which iPhone you're using and the iOS version you're on?
908239,Fri Oct 13 18:10:47 +0000 2017,@AppleSupport is there a way to block all call from a certain area code?,908237,"@335682 Good question! While blocking all calls from an area code is not available, you can block numbers: https://t.co/rYxZGDk3Lz"
105398,Thu Nov 30 18:06:05 +0000 2017,@AppleSupport How do I clear analytic data from my iPhone? (yes its turned off) but it's being stored anyways. Bad enough your os is 4gb.,105397,"@139279 We can offer some guidance on this. Use the link below to DM us, and we’ll take it from there. https://t.co/GDrqU22YpT"
