tweet_id,author_id,inbound,created_at,text,response_tweet_id,in_response_to_tweet_id,intent,escalate,escalation_reason
1527672,474336,True,Fri Nov 03 18:19:35 +0000 2017,My phone updated last night by itself and the brightness keeps adjusting by it self. @115858 how do I fix this?,1527671,,purchase_payment_issue,False,
2229368,650587,True,Thu Nov 09 22:48:19 +0000 2017,@AppleSupport I just upgraded to iCloud. Mostly due to lack of storage on computers. But it tries to download the whole drive to iMac 😮,2229367,,purchase_payment_issue,False,
2964137,817852,True,Wed Nov 29 21:47:42 +0000 2017,"@AppleSupport Please, please stop playing around with my iPad layout design every 5 minuets, it’s getting ignoring now!",2964135,,purchase_payment_issue,False,
2774303,775342,True,Tue Nov 21 12:47:33 +0000 2017,"@AppleSupport hi there, I got a problem with the iPhone SE. It doesn't let the ringtone ring on the (cont) https://t.co/LUUzaDy85h",2774301,,ios_update_issue,False,
2631601,570164,True,Fri Nov 17 17:04:15 +0000 2017,AND IMA NEED APPLE TO FIX THAT DAMN  ? ISSUE!!!!! @115858,2631600,,ios_update_issue,False,
34610,123499,True,Wed Nov 01 09:03:43 +0000 2017,"Oh great, iMessage not working after the latest iOS update. 😐 @AppleSupport","34611,34612,34609",,ios_update_issue,False,
2907942,805156,True,Tue Nov 28 20:14:19 +0000 2017,@AppleSupport have been a Mac user for countless years and after high Sierra update my Mac is officially dead,2907941,,ios_update_issue,False,
1905850,567901,True,Wed Oct 25 07:22:32 +0000 2017,"Huge battery impact of iOS11 on my iPhone 6S. Used to get through the day w/o problems, now have to charge mid-day. @33423 @548806 @115858",1905849,,ios_update_issue,False,
435207,218379,True,Tue Oct 10 12:15:56 +0000 2017,"Well! I hate to admit but iOS. 11 has ruined my phone! @AppleSupport 
Phone lags, almost all apps lag in various functions!","435208,435209,435205",,account_access_issue,False,
2837216,789669,True,Mon Nov 27 14:11:41 +0000 2017,@AppleSupport hello I have recently bought the iPhone c and my battery life was great then after a few days with the new updates my battery seems to be draining a lot faster how can I fix this,2837215,,account_access_issue,False,
1591091,489157,True,Sat Nov 04 20:39:40 +0000 2017,@AppleSupport,1591090,1591092.0,account_access_issue,False,
807896,312516,True,Sun Oct 08 06:14:43 +0000 2017,All my text messages are gone!!!!!! WTF @115858 ?!?!?,807895,,account_access_issue,False,
1788164,537145,True,Thu Oct 12 15:53:50 +0000 2017,"@AppleSupport (3/3) Like Database 00-09-12-921. Every time I delete it, it comes back again and more keep accumulating.",1788163,,account_access_issue,False,
1444477,455196,True,Thu Nov 02 13:23:08 +0000 2017,@AppleSupport FIX MY PHONE I️,1444476,,general_support,False,
2280607,662963,True,Sat Nov 11 17:26:26 +0000 2017,I UPDATED MY PHONE WHY AM I STILL SEEING THESE ANNOYING BOXED QUESTION MARKS @115858 @AppleSupport,2280605,,general_support,False,
436490,218656,True,Wed Oct 11 14:53:52 +0000 2017,@AppleSupport No. It only occurs when sharing from my Mac. https://t.co/Ios2BnKnHt,436491,436489.0,general_support,False,
1659149,506205,True,Mon Nov 06 03:07:50 +0000 2017,@AppleSupport since the last update my phone has been shutting down applications and on the fritz - what gives?!!!!,1659148,,general_support,False,
1913106,569859,True,Sat Nov 25 09:36:15 +0000 2017,"@115858 when i turn my Bluetooth and WiFi off, I’d like it to not SEARCH FOR A CONNECTION ALL DAY, killin my battery... thanks.",1913105,,general_support,False,
1517869,472157,True,Fri Nov 03 13:56:18 +0000 2017,What is this? @AppleSupport https://t.co/9HFr1knRU5,1517868,,general_support,False,
63200,130498,True,Wed Nov 01 21:11:38 +0000 2017,@AppleSupport how can I add Night Mode to the control center in the new iOS?,63198,,general_support,False,
1851705,142299,True,Thu Oct 19 00:05:41 +0000 2017,@AppleSupport That is a bad sign right ?... (updated from 10.3.3 to 11.0.3 on ipad air 2) https://t.co/UOubMxcdHF,1851704,,general_support,False,
2617053,739671,True,Sun Nov 26 21:19:59 +0000 2017,When y’all gonna fix this shit &gt;&gt;&gt;&gt; I️ @AppleSupport @115858,"2617052,2617054",,general_support,False,
2545653,723561,True,Thu Nov 16 05:26:33 +0000 2017,@AppleSupport the pages app isn’t working since y’all “updated” it. Fix itttttt please. 🙄,2545652,,general_support,False,
2773177,775094,True,Tue Nov 21 09:37:13 +0000 2017,Who can help :) I need buy for our customer In my area Czech Republic new @115858 Iphone X 256 silver,2773176,,general_support,False,
181442,158625,True,Sat Nov 25 01:26:39 +0000 2017,@AppleSupport  how long is it going to take for my backup to complete on my iPhone X !? It’s been hours and my pictures still haven’t been added into my picture app yet 😰,181440,,general_support,False,
1276321,418751,True,Thu Oct 26 16:36:07 +0000 2017,@AppleSupport Restart doesn’t help. Fully updated 11.0.3 on iPhone 5s,1276323,1276320.0,performance_issue,False,
700035,287025,True,Thu Nov 23 14:32:49 +0000 2017,@AppleSupport why does my iPhone keep restarting over and over!?,700034,,performance_issue,False,
267331,179726,True,Fri Oct 06 08:56:36 +0000 2017,@AppleSupport iPhone 7,267333,267330.0,performance_issue,False,
1927621,573675,True,Fri Oct 27 15:22:21 +0000 2017,@AppleSupport Need to edit an address on my iPhone order but chat and phones are all disabled? Help.,1927620,,performance_issue,False,
2894709,802214,True,Tue Nov 28 15:59:53 +0000 2017,"@AppleSupport The problem started after the update to the OS, currently the same has started working. This was not the case for the past few weeks...",2894708,2894710.0,performance_issue,False,
331380,194894,True,Sat Oct 07 22:50:22 +0000 2017,@AppleSupport No,331381,331379.0,performance_issue,False,
1341748,432955,True,Fri Oct 27 12:03:14 +0000 2017,@AppleSupport my iphone X order link from email conf takes me to a page indicating that my order does not belong to my acct! Help!!,1341747,,performance_issue,False,
540006,245247,True,Sat Dec 02 05:11:45 +0000 2017,Also fuck you @115858,540005,540007.0,performance_issue,False,
1434826,453142,True,Sat Oct 28 20:06:46 +0000 2017,@AppleSupport  What is your suggestion dear apple:)  should i do factory reset :),"1434827,1434828,1434829,1434830,1434831,1434832,1434833,1434834,1434835,1434824",1434836.0,performance_issue,False,
1970202,583632,True,Tue Oct 31 17:20:24 +0000 2017,Ive been trying to get my phone fixed for months but @115858 and @127271 have done nothing but make me talk to voicemails &amp; machines.,1970201,,hardware_charging_issue,False,
898848,333420,True,Sat Oct 21 02:25:23 +0000 2017,"Got new iPad after 3 years on old one that was slow. New one is crap. Have to keep rebooting, videos often won't play. WTF @AppleSupport? 😡",898846,,hardware_charging_issue,False,
2051582,606716,True,Thu Oct 05 20:26:15 +0000 2017,@AppleSupport hello can you please help me to get the health app count steps from watch. Thanks https://t.co/nL9XHPzdyL,2051581,,hardware_charging_issue,False,
1593249,489672,True,Sat Nov 04 21:55:56 +0000 2017,@AppleSupport what the hell is this 🤔🤔 https://t.co/B10R9Pq4N7,1593248,,hardware_charging_issue,False,
2321410,672711,True,Mon Nov 13 06:05:03 +0000 2017,"did this update actually fix the I button issue, mines is still doing it and I updated my damn phone? @115858",2321409,,hardware_charging_issue,False,
1899881,566195,True,Mon Oct 23 21:47:58 +0000 2017,@AppleSupport Not responds and it’s impossible to do something with the phone,1899880,,hardware_charging_issue,False,
2862134,795092,True,Mon Nov 27 22:48:25 +0000 2017,@795093 hey @applesupport can you please help us? i can't request a call/chat on your website because i can't access my serial number/IMEI/MEID because my phone WON'T TURN ON and i didn't keep the original packaging,2862132,2862136.0,hardware_charging_issue,False,
1710015,518090,True,Tue Nov 07 00:43:57 +0000 2017,"@AppleSupport pelase help me, why is this happening https://t.co/PZFn0G0iQu",1710014,,keyboard_issue,False,
2842009,267190,True,Mon Nov 27 16:39:47 +0000 2017,Might continue the morning gyms but my alarms need to ring @AppleSupport fix this issue man,2842008,,keyboard_issue,False,
589507,259379,True,Sun Dec 03 16:31:58 +0000 2017,"@AppleSupport When using Google Map, the bottom banner is in the same space as App Swith. https://t.co/xG0ulV22qA",589509,589504.0,keyboard_issue,False,
1470680,461358,True,Mon Oct 16 20:31:11 +0000 2017,"What is wrong with the App Store man, it’s been tweaking ever since iOS 11 and it’s very annoying. Fix it. @AppleSupport @118936 @115858",1470679,,keyboard_issue,False,
1698410,282337,True,Mon Nov 06 23:06:59 +0000 2017,@AppleSupport Is Apple Care of $199 flat or excluding tax?,"1698409,1698411",,keyboard_issue,False,
374542,204809,True,Mon Oct 09 01:11:12 +0000 2017,"@AppleSupport It has happened twice. Both times, after updating to the latest iOS 11 update. Most recently last night updated and tonight no iCloud Music.",374544,374541.0,keyboard_issue,False,
1242865,411563,True,Wed Oct 25 23:11:44 +0000 2017,@AppleSupport Yes—same result,1243390,1242863.0,keyboard_issue,False,
2870742,797130,True,Tue Nov 28 02:32:01 +0000 2017,@115858 i need supports help please,2870741,,keyboard_issue,False,
2779379,776328,True,Tue Nov 21 15:38:56 +0000 2017,Seriously @115858 fix the bug which keeps randomly turning my Wi-Fi/Bluetooth on. It’s really annoying.,2779377,,keyboard_issue,False,
2950957,814889,True,Wed Nov 29 17:33:19 +0000 2017,"@AppleSupport I can’t select a specific song. For instance, I can search @3537 and shuffle his album, but I cannot play a specific song.",2950960,2950955.0,keyboard_issue,False,
1649061,503743,True,Sun Nov 05 20:05:42 +0000 2017,@AppleSupport @115858 can you fix this it’s weird https://t.co/ByQ8StQbt2,1649060,,keyboard_issue,False,
1420119,329911,True,Wed Nov 01 23:39:31 +0000 2017,"@AppleSupport A road was added in #Corona, CA almost 1 yr ago, no update on #applemaps yet. Busy road. #Google already up. Going to update? https://t.co/skY1O5e5jl",1420118,,keyboard_issue,False,
